source,source_record_id,source_url,name,leadership,religion,nation_line_raw,regent_raw,foundation_raw,address_raw,city,state,postcode,photo_urls
mapeando_axe_2010,596,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum e Yemanjá,Paulo Sérgio Santos Manaças,Tambor de Mina,Tambor de Mina,Caboclo Manezinho,1990,"Travessa Las Palmas I, 290, Rua Franklin de Menezes, São João do Outeiro",Belém,PA,66840-840,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4181_2.jpg
mapeando_axe_2010,595,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum Rompe Mata e Cabocla Mariana,Henrique Ribeiro da Anunciação,Tambor de Mina,Tambor de Mina,"Caboclas Mariana, Leonor",1996,"Travessa 03 de Maio, 247, Fátima",Belém,PA,66063-380,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/458_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/458_2.jpg
mapeando_axe_2010,594,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum Rompe Mato,Antônio Marcos Afonseca Correa,Tambor de Mina,Mina,Ogum Rompe Mato,1988,"Rua Wb 2 - Área Bom Futuro 31 - Quadra 145, Parque Verde",Belém,PA,66633-570,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1358_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1358_2.jpg
mapeando_axe_2010,593,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum Rompe Mato,Maria Rita Soares Alves,Tambor de Mina,Tambor de Mina,Cabocla Mariana,1980,"Conjunto Guajará I, Travessa We 60, 1702, Coqueiro",Ananindeua,PA,67143-360,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4132_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4132_2.jpg
mapeando_axe_2010,592,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum Rompe Mato,Armando Alberto Reis Macedo,Tambor de Mina,Tambor de Mina,Caboclo Rompe Mato,1980,"Rua Santa Ana Jardim Dom Bosco, 135 - Quadra 13a, Águas Brancas",Ananindeua,PA,67020-195,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4928_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4928_2.jpg
mapeando_axe_2010,591,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Ogum Rompe Mato e Jurema,Eunice Cirino de Castro,Nagô,Mina,Caboclo Rompe Mato,1990,"Passagem Santos, 37 (Casa B), Sacramenta",Belém,PA,66120-110,
mapeando_axe_2010,590,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Olopandeoyá,Felismina Borges de Azevedo,Tambor de Mina,Mina,Caboclo João de Una,1970,"Br 316 Km 06- Passagem Ás de Ouro, 16, Levilândia",Ananindeua,PA,67015-760,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1943_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1943_2.jpg
mapeando_axe_2010,589,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Omolú,Francisca Caetana da Silva,Candomblé,Nagô,Maria Légua,2002,"Travessa B. Rabelo, 387, Água Boa - Outeiro",Belém,PA,66843-230,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1544_1.jpg
mapeando_axe_2010,588,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Oraiêêo de Mamãe Oxum,Maria Mônica de Castro Gonçalves,Tambor de Mina,Tambor de Mina,Oxum,,"Rua 2º Ramal de Utinga, 102 - Entre João Paulo II e Ana Deusa, Curió - Utinga",Belém,PA,66610-290,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2298_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2298_2.jpg
mapeando_axe_2010,587,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Oxum,Maria Célia Coutinho Chaves,Omolocô,Omolocô,Ogum,1984,"Alameda 6, Casa 30 - Conjunto Maguary, Coqueiro",Belém,PA,66823-066,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/272_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/272_2.jpg
mapeando_axe_2010,586,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Oxum e Ogum,Claudionor Lopes de Souza,Tambor de Mina,Tambor de Mina,Oxum,1982,"Passagem Imperador - Casa 23 - Quadra 22, Una",Ananindeua,PA,67013-530,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1526_1.jpg
mapeando_axe_2010,585,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Oxum e Oxossi,Francisco Mário Alves de Souza,Tambor de Mina,Mina,Oxun (olossun),1973,"Rua Santana do Aurá, 10 - Esquina com A 1ª Travessa, Águas Lindas",Ananindeua,PA,67000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/286_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/286_2.jpg
mapeando_axe_2010,584,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Oxum Xangô,Patrícia Mendes Carvalho,Tambor de Mina,Tambor de Mina,Toya Jarina,2005,"Canal do Galo, 50 - Próximo Lava Pés, Telégrafo Sem Fio",Belém,PA,66083-030,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/92_1.jpg
mapeando_axe_2010,583,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Poder da Fé,Maria do Rosário Nunes VIana,Tambor de Mina,Mina,Cabocla Chica Baiana,1978,"Rua Benfica, 6 - Quadra F - Entre São Pedro e Santa Maria, Benguí",Belém,PA,66630-175,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/495_1.jpg
mapeando_axe_2010,582,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Príncipe Antônio Sibamba,Francisco Liduino da Silva,Mina de Caboclo,Mina,Cabocla Pena Verde,1975,"Passagem Bons Amigos, 45, Castanheira",Belém,PA,67000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4415_1.jpg
mapeando_axe_2010,581,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rainha Bárbara,Maria Solange Pegado Andrade,Tambor de Mina,Mina,Joana Gunça,1990,"Conjunto Cidade Nova 5 - Travessa We 63, 902, Coqueiro",Ananindeua,PA,67140-180,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/899_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/899_2.jpg
mapeando_axe_2010,580,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rainha Iemanjá e Dom João Soueiro,Maria da Conceição Chaves,Tambor de Mina,Tambor de Mina,Iemanjá,1926,"Passagem Samarina, 774, Guamá",Belém,PA,66075-740,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1250_1.jpg
mapeando_axe_2010,579,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rei São Sebastião,Graziela Rodrigues Coriolano,Tambor de Mina,Tambor de Mina,Cabocla Herondina,1980,"Passagem Bom Jesus, 217, Maguari",Ananindeua,PA,67080-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4009_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4009_2.jpg
mapeando_axe_2010,578,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rei Sebastião,Alacid Fernando Martins Chaves,Tambor de Mina,Tambor de Mina,Rei Sebastião,,"Rua Lameira Bittencourt, 112, Benguí",Belém,PA,66633-010,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/739_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/739_2.jpg
mapeando_axe_2010,577,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rei Sebastião,Edi Conceição Correa,Umbanda,Umbanda/linha Branca,Oxossi,1957,"Br 316 Km 04  - Passagem Tietê, 28b, Guanabara",Ananindeua,PA,67000-000,
mapeando_axe_2010,576,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rei Sebastião,Josicléia da Silva Souza,Tambor de Mina,Tambor de Mina,Cabocla Herondina,2006,"Primeira Rua Rural, 34 (Heliolândia Rural), Distrito Industrial",Ananindeua,PA,67035-490,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4185_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4185_2.jpg
mapeando_axe_2010,575,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Rei Sebastião e Cabocla Ita Taquara,Manoel Nazaré Soares de Souza Junior,Tambor de Mina,Tambor de Mina,"Caboclo Manezinho, Cabocla Ita Taquara",1998,"Travessa Bom Jardim, 4 - Passagem São VIcente de Paula, 04, Jurunas",Belém,PA,66030-580,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2987_2.jpg
mapeando_axe_2010,574,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Reis Agodoim,Maria de Lourdes Nobre de Oliveira,Tambor de Mina,Mina,"Reis Agodoim, Caboclo Biranã",1957,"Rua São Silvestre, 1942 - Entre Alcindo Cacela e VIla União, Cremação",Belém,PA,66050-430,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/547_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/547_2.jpg
mapeando_axe_2010,573,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santa Bárbara,Carlos Alberto Bandeira Ferreira,Tambor de Mina,Mina,Iansã,1988,"Travessa We 72 - Casa 321 - Conjunto Cidade Nova 6 -, Coqueiro",Ananindeua,PA,67140-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/48_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/48_2.jpg
mapeando_axe_2010,572,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santa Bárbara,Maria do Carmo Soares da Silva,Tambor de Mina,Tambor de Mina,Caboclo Pena Verde,1968,"Passagem Leitão, 141, Telégrafo",Belém,PA,66050-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/223_1.jpg
mapeando_axe_2010,571,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santa Bárbara,Emílio Bezerra Peres,Umbanda,Umbanda / Linha Branca,Caboclo Sete Flechas,1970,"Travessa Angustura, 1572, Pedreira",Belém,PA,66080-180,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/687_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/687_2.jpg
mapeando_axe_2010,570,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santa Bárbara,Nazaré Lopes do Carmo,Tambor de Mina,Tambor de Mina,Cabocla Herondina,1992,"Travessa We 54, 1152 - Conjunto Cidade Nova V, Coqueiro",Ananindeua,PA,67133-370,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4123_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4123_2.jpg
mapeando_axe_2010,569,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santo Expedito,Jonilson Ribeiro,Tambor de Mina,Nagô,Cabocla Chica Baiana,1998,"Rua Tancredo Neves, 20, Begolândia",Benevides,PA,68795-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4549_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4549_2.jpg
mapeando_axe_2010,568,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Santo Honofre,Maria das Graças Carvalho da Silva,Tambor de Mina,Tambor de Mina,Cabocla Herondina,1990,"Travessa Mariz e Barros, 1736, Fundos, Pedreira",Belém,PA,66080-009,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3537_2.jpg
mapeando_axe_2010,567,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São Benedito,Maria de Nazaré Freitas do Nascimento,Pena e Maracá,Pena e Maracá,Cabocla Jarina,1990,"Rua Lauro Malcher - Passagem Cirio, N. 03, Condor",Belém,PA,66045-620,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1567_1.jpg
mapeando_axe_2010,566,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São Benedito,Maria Izabel da Silva Ribeiro,Tambor de Mina,Tambor de Mina,Cabocla Jarina,1957,"Rua Lauro Sodré, 448, Terra Firme",Belém,PA,66077-291,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4430_1.jpg
mapeando_axe_2010,565,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São João Batista,Álvaro Laércio Nascimento Machado,Tambor de Mina,Tambor de Mina,Caboclo Tupiaçú,1987,"Passagem Santa Cruz, 63 - Entre Rua Naútica e Espírito Santo, Telégrafo",Belém,PA,66115-080,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/988_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/988_2.jpg
mapeando_axe_2010,564,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São Jorge,Wellington Fernando Albernas Freitas,Nagô,Mina,Caboclo Manezinho,1999,"Passagem Henrique Dias, 146 - Quadra 116, Cabanagem",Belém,PA,66625-085,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4254_2.jpg
mapeando_axe_2010,563,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São José de Ribamar,Antônio Paulo da Silva Barros,Umbanda,Umbanda / Linha Branca,Oxum,1994,"Passagem Airton Sena, 08, Tapanã",Belém,PA,66825-160,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1523_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1523_2.jpg
mapeando_axe_2010,562,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô São José de Ribamar,Alzira Ribeiro Pinto,Tambor de Mina,Tambor de Mina,Omolu,2001,"Rua 1º de Junho, 46 - Pantanal, Benguí",Belém,PA,66640-010,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2599_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2599_2.jpg
mapeando_axe_2010,561,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Tapinaré das Matas,Sebastião de Souza Machado,Tambor de Mina,Tambor de Mina,Cabolco Zé Raimundo,1961,"Avenida  Dalva,168, Marambaia Velha",Belém,PA,66615-850,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1332_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1332_2.jpg
mapeando_axe_2010,560,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Tenda de Mãe Cigana,Ângela Maria Soares da Costa,Umbanda,Tambor de Mina,Caboclo Zé Raimundo,2001,"Alameda C, 54, Maracuera-Icoaraci",Belém,PA,66813-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4604_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4604_2.jpg
mapeando_axe_2010,559,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Toia Jarina,Maria Adelilda da Silva Souza,Tambor de Mina,Mina,Cabocla Toia Jarina,2008,"Rua Fé Em Deus, 03, Benguí",Belém,PA,66640-520,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1249_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1249_2.jpg
mapeando_axe_2010,558,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Toya Jarina,Maria Emilia Miranda da Cruz,"Tambor de Mina, Mina-Nagô, Mina-Vodum",Mina,"Iansã, Xangô, Ogum",1970,"Rua São Bento, 50, Benguí",Belém,PA,66630-030,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/255_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/255_2.jpg
mapeando_axe_2010,557,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Toya Verequete,Edmilson Magalhães,Tambor de Mina,Tambor de Mina,Caboclo João da Mata,1970,"Travessa Lomas Valentina, 165, Pedreira",Belém,PA,66083-390,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2823_1.jpg
mapeando_axe_2010,556,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Três Poderes,Antônio Olavo Silva da Silva,Tambor de Mina,Tambor de Mina,José Tupinambá,1985,"Travessa We 7, 55 - Conjunto Satélites, Coqueiro",Belém,PA,66670-290,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2717_2.jpg
mapeando_axe_2010,555,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Uo Misãn,Penha Maria Santos de Jesus,Nagô,Mina,Cabocla Chica Bahiana,1975,"Rodovia Transmangueirão, 22, Benguí",Belém,PA,66640-480,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1821_1.jpg
mapeando_axe_2010,554,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Urucaia,Samuel Nogueira Baia,Tambor de Mina,Angola,Zé Raimundo,2000,"Travessa Carlos Drumond de Andrade, 73, Marighella",Ananindeua,PA,67033-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4706_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4706_2.jpg
mapeando_axe_2010,553,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Xangô e Nanã,Marcos Botelho de Carvalho,Tambor de Mina,Tambor de Mina,Xangô,2003,"Avenida Almirante Barroso, Passagem Cometa, 09, Souza",Belém,PA,66613-450,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1550_1.jpg
mapeando_axe_2010,552,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Xangô e Oxum,Waldemir de Oliveira Barbosa,Umbanda,Nagô,Xangô,1999,"Travessa Hamilton Brasil, 158, Água Boa",Belém,PA,66843-220,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1545_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1545_2.jpg
mapeando_axe_2010,551,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Xapanã,Charles Silva de Souza,Pena e Maracá,Pena e Maracá,Ogum Rompe Mato,2005,"Rua Itapoã, 68, Água Boa",Belém,PA,66843-090,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/567_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/567_2.jpg
mapeando_axe_2010,550,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Nagô Zé Raimundo,Roberto Guerreiro,Tambor de Mina,Nagô,Zé Raimundo,1995,"Travessa Tranquilidade, 14, Águas Cristalinas",Belém,PA,66840-390,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5007_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5007_2.jpg
mapeando_axe_2010,549,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Obirajara,Maralucia de Assis Coelho,Tambor de Mina,Mina,Iansã,1979,"Rua Ayrton Senna, 141 - Condominio Riacho Doce, Águas Brancas",Ananindeua,PA,67033-071,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4003_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4003_2.jpg
mapeando_axe_2010,548,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Odociaba Yaba Rainha Yemanjá,Alcivaldo Elis Cordeiro de Castro,Tambor de Mina,Tambor de Mina,Iemanjá,1980,"Passagem Bom Jardim, 13, Pedreira",Belém,PA,66083-120,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/823_1.jpg
mapeando_axe_2010,547,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Ogum Guerreiro,Daniel Jeferson Rodrigues,Tambor de Mina,Tambor de Mina,Ogum,1989,"Rua Pirelli, Quadra 1 - Casa 12 - Jardim Imperial, Nova Marituba",Marituba,PA,67150-740,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5175_1.jpg
mapeando_axe_2010,546,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Ogum Rompe Mata,Iracema Amanazaz de Oliveira,Tambor de Mina,Tambor de Mina,"Caboclos Flecheiro, Rompe Mata",1990,"Passagem Sururina, 279, Guamá",Belém,PA,66075-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2844_2.jpg
mapeando_axe_2010,545,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Ogum Rompe Mato,Reneide de Jesus Sodre de Menezes,Tambor de Mina,Mina,Mariana,1989,"Rua B, 59 - VIla Esperança, Ananindeua - Centro",Ananindeua,PA,67030-080,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1056_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1056_2.jpg
mapeando_axe_2010,544,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Ogun Rompe Mata,Zilda Ribeiro da Conceição,Tambor de Mina,Tambor de Mina,Ogun Rompe Mata,,"Bengui, Bengui",Belém,PA,66600-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/527_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/527_2.jpg
mapeando_axe_2010,543,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Ogun Rompe Mato e Cabocla Jupira,Maria do Socorro de Miranda Alves,Tambor de Mina,Tambor de Mina,"Orixá Ogum, Tereza Légua",1991,"Rua São Silvestre,1372 - Entre Apinagés e Tupinambás, Jurunas",Belém,PA,66033-035,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/51_1.jpg
mapeando_axe_2010,542,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Omolocô Caboclo Tupiaçu da Mata,Edson Luiz VIana Oliveira,Omolocô,Omolocô,Ogum,2004,"Estrada Velha do Outeiro, 3, Icoaraci",Belém,PA,66813-250,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1000_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1000_2.jpg
mapeando_axe_2010,541,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Omolocô Luz Divina,Antônio Rodrigo Costa Scotelaro,Omolocô,Omolocô,Oxalá,1995,"Conjunto Uirapuru, 14 - Quadra 23, Icui - Guajará",Belém,PA,67125-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4913_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4913_2.jpg
mapeando_axe_2010,540,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Orixalá,Jacira Costa Farias,Tambor de Mina,Tambor de Mina,"Caboclos Baiano Grande, Zé Raimundo",1974,"Travessa Barão de Mamoré, 545, Guamá",Belém,PA,66073-070,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2834_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2834_2.jpg
mapeando_axe_2010,539,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Oxosse de Nagô,Vanuza de Nazaré Pires Cordeiro,Tambor de Mina,Mina,Cabocla Mariana,2004,"Avenida Independência, 18 - Travessa Wp 15 - Quadra 111, Cabanagem/parque Verde",Belém,PA,66633-710,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1382_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1382_2.jpg
mapeando_axe_2010,538,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Pena Verde e Jurema,Maria das Graças Nascimento de Freitas,Tambor de Mina,Mina,"D. Jurema, Pena Verde",1990,"Rua Copacabana,1258 - Entre Ubirajara Filho e Passagem Brasília, Brasília - Outeiro",Belém,PA,66845-290,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1242_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1242_2.jpg
mapeando_axe_2010,537,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Rainha Yemanjá,Miguelina Pereira dos Santos,Tambor de Mina,Tambor de Mina,"Iemanjá, Ogum",1960,"Passagem Bom Futuro, 217, Telégrafo",Belém,PA,66113-320,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1384_1.jpg
mapeando_axe_2010,536,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Recanto de Toia Herondina,Fredson Lourinho dos Santos,Tambor de Mina,Mina,Mariana,2005,"Rua Padre José de Anchieta, 172, Icui",Ananindeua,PA,67130-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/897_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/897_2.jpg
mapeando_axe_2010,535,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,"Terreiro de Mina Recanto dos Caboclos Pena Verde, Mariana e Zé Raimundo",Reginaldo Robson Lourinho Capistrano,Tambor de Mina,Mina,Caboclo Zé Raimundo,2006,"Cidade Nova II, 351 - We20, Coqueiro",Ananindeua,PA,67130-480,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4017_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4017_2.jpg
mapeando_axe_2010,534,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Terreiro de Mina Repouso Tereza Légua,Benedita Cristina Fonseca Azevedo,Tambor de Mina,Tambor de Mina,Cabocla Tereza Légua,2000,"Passagem Dona Feliciana, 16b, São João do Outeiro",Belém,PA,66840-405,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3796_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3796_2.jpg
